Delay,DEPARTURE,CARRIER,DEST,DISTANCE,FL_NUM,ORIGIN,Weather,DAY_WEEK,Flight Status
-3,4,US,LGA,214,2164,DCA,0,3,ontime
-4,5,US,LGA,214,2166,DCA,0,3,ontime
-2,6,US,LGA,214,2168,DCA,0,3,ontime
-3,7,US,LGA,214,2170,DCA,0,3,ontime
-4,8,US,LGA,214,2172,DCA,0,3,ontime
-5.99999999999989,10,US,LGA,214,2174,DCA,0,3,ontime
-3,11,US,LGA,214,2176,DCA,0,3,delayed
0,12,US,LGA,214,2178,DCA,0,3,delayed
-3.99999999999989,13,US,LGA,214,2180,DCA,0,3,ontime
-2,14,US,LGA,214,2182,DCA,0,3,ontime
-1,15,US,LGA,214,2184,DCA,0,3,ontime
-1,16,US,LGA,214,2186,DCA,0,3,delayed
-6,17,US,LGA,214,2188,DCA,0,3,ontime
-0.999999999999943,2,RU,EWR,169,2703,BWI,0,3,ontime
4,11,RU,EWR,169,2403,BWI,0,3,ontime
120,13,RU,EWR,169,3372,BWI,0,3,delayed
14,6,RU,EWR,169,2303,BWI,0,3,delayed
-5,8,CO,EWR,199,808,DCA,0,3,ontime
48,15,CO,EWR,199,816,DCA,0,3,delayed
43,13,CO,EWR,199,814,DCA,0,3,delayed
-7,2,CO,EWR,199,806,DCA,0,3,ontime
0,4,DH,EWR,213,7299,IAD,0,3,ontime
15,13,DH,EWR,213,7302,IAD,0,3,ontime
35,8,DH,EWR,213,7303,IAD,0,3,delayed
-3,18,DH,EWR,213,7304,IAD,0,3,ontime
-6,1,DH,EWR,213,7305,IAD,0,3,ontime
9.00000000000011,10,DH,EWR,213,7307,IAD,0,3,ontime
-7.00000000000011,9,RU,EWR,199,2216,DCA,0,3,ontime
31,2,RU,EWR,213,2855,IAD,0,3,delayed
-3,11,RU,EWR,213,2156,IAD,0,3,delayed
-4,4,RU,EWR,199,2582,DCA,0,3,ontime
-6,8,RU,EWR,213,2367,IAD,0,3,ontime
-5.99999999999989,13,RU,EWR,213,2497,IAD,0,3,ontime
55,15,RU,EWR,213,2385,IAD,0,3,delayed
-4,1,RU,EWR,199,2761,DCA,0,3,ontime
-2,17,RU,EWR,199,2879,DCA,0,3,ontime
-4.00000000000023,11,RU,EWR,199,2261,DCA,0,3,ontime
-1,12,RU,EWR,199,2181,DCA,0,3,ontime
0,11,OH,JFK,184,5935,BWI,0,4,ontime
0,13,DH,JFK,213,6155,DCA,0,4,delayed
0,8,DH,LGA,229,7208,IAD,0,4,ontime
131,11,DH,LGA,229,7211,IAD,0,4,delayed
-5,13,DH,LGA,229,7215,IAD,0,4,delayed
31,18,DH,LGA,229,7684,IAD,0,4,delayed
8,1,DH,LGA,229,7790,IAD,0,4,ontime
-4,6,DH,LGA,229,7792,IAD,0,4,ontime
12,4,DH,JFK,228,7800,IAD,0,4,ontime
-3,8,DH,JFK,228,7806,IAD,0,4,ontime
-6,11,DH,JFK,228,7808,IAD,0,4,ontime
-6,13,DH,JFK,228,7810,IAD,0,4,ontime
-1,13,DH,JFK,228,7812,IAD,0,4,ontime
15,18,DH,JFK,228,7814,IAD,0,4,ontime
-1,12,DH,JFK,228,7816,IAD,0,4,ontime
66,11,DL,JFK,213,746,DCA,0,4,delayed
-2,1,DL,LGA,214,1740,DCA,0,4,ontime
-2,2,DL,LGA,214,1742,DCA,0,4,ontime
-1.99999999999994,3,DL,LGA,214,1744,DCA,0,4,ontime
1,4,DL,LGA,214,1746,DCA,0,4,ontime
0,6,DL,LGA,214,1748,DCA,0,4,ontime
-1,7,DL,LGA,214,1750,DCA,0,4,ontime
1,8,DL,LGA,214,1752,DCA,0,4,ontime
-2,9,DL,LGA,214,1754,DCA,0,4,ontime
0,10,DL,LGA,214,1756,DCA,0,4,ontime
3,11,DL,LGA,214,1758,DCA,0,4,ontime
0,12,DL,LGA,214,1760,DCA,0,4,ontime
1,13,DL,LGA,214,1762,DCA,0,4,ontime
3,15,DL,LGA,214,1764,DCA,0,4,ontime
-2,16,DL,LGA,214,1766,DCA,0,4,ontime
-3,17,DL,LGA,214,1768,DCA,0,4,ontime
-5.99999999999989,11,MQ,JFK,213,4752,DCA,0,4,ontime
-8,1,MQ,JFK,213,4760,DCA,0,4,ontime
14,15,MQ,JFK,213,4784,DCA,0,4,ontime
22,2,MQ,LGA,214,4952,DCA,0,4,ontime
-1,3,MQ,LGA,214,4954,DCA,0,4,ontime
-4,4,MQ,LGA,214,4956,DCA,0,4,ontime
-10,6,MQ,LGA,214,4960,DCA,0,4,ontime
-4,8,MQ,LGA,214,4964,DCA,0,4,ontime
-6.99999999999989,10,MQ,LGA,214,4966,DCA,0,4,ontime
-3,11,MQ,LGA,214,4968,DCA,0,4,ontime
-3,12,MQ,LGA,214,4970,DCA,0,4,ontime
-8,15,MQ,LGA,214,4976,DCA,0,4,ontime
-2,4,UA,LGA,229,846,IAD,0,4,ontime
-3,1,US,LGA,214,1479,DCA,0,4,ontime
-1.99999999999994,2,US,LGA,214,2160,DCA,0,4,ontime
-4,3,US,LGA,214,2162,DCA,0,4,ontime
-4,4,US,LGA,214,2164,DCA,0,4,ontime
-2,5,US,LGA,214,2166,DCA,0,4,ontime
-3,6,US,LGA,214,2168,DCA,0,4,ontime
-3,7,US,LGA,214,2170,DCA,0,4,ontime
-1,8,US,LGA,214,2172,DCA,0,4,ontime
8,10,US,LGA,214,2174,DCA,0,4,ontime
-3,11,US,LGA,214,2176,DCA,0,4,ontime
-3,12,US,LGA,214,2178,DCA,0,4,ontime
33,13,US,LGA,214,2180,DCA,0,4,delayed
-2,14,US,LGA,214,2182,DCA,0,4,ontime
16,15,US,LGA,214,2184,DCA,0,4,delayed
31,16,US,LGA,214,2186,DCA,0,4,delayed
-1,17,US,LGA,214,2188,DCA,0,4,ontime
19,13,RU,EWR,169,3372,BWI,0,4,ontime
1,11,RU,EWR,169,2403,BWI,0,4,ontime
-4,6,RU,EWR,169,2303,BWI,0,4,ontime
-5.00000000000006,2,RU,EWR,169,2703,BWI,0,4,ontime
-2,13,CO,EWR,199,814,DCA,0,4,ontime
-1,2,CO,EWR,199,806,DCA,0,4,ontime
-5,8,CO,EWR,199,808,DCA,0,4,ontime
-6,15,CO,EWR,199,816,DCA,0,4,ontime
-2,4,DH,EWR,213,7299,IAD,0,4,ontime
-4,13,DH,EWR,213,7302,IAD,0,4,ontime
-4,8,DH,EWR,213,7303,IAD,0,4,ontime
0,18,DH,EWR,213,7304,IAD,0,4,ontime
-8,1,DH,EWR,213,7305,IAD,0,4,ontime
-9,10,DH,EWR,213,7307,IAD,0,4,ontime
-8,11,RU,EWR,213,2156,IAD,0,4,ontime
-3,15,RU,EWR,213,2385,IAD,0,4,ontime
-5,8,RU,EWR,213,2692,IAD,0,4,ontime
-5,12,RU,EWR,199,2181,DCA,0,4,ontime
8.99999999999994,1,RU,EWR,199,2761,DCA,0,4,delayed
-4.99999999999989,9,RU,EWR,199,2216,DCA,0,4,ontime
7,2,RU,EWR,213,2855,IAD,0,4,ontime
0,13,RU,EWR,213,2497,IAD,0,4,ontime
-3,4,RU,EWR,199,2582,DCA,0,4,ontime
-9,17,RU,EWR,199,2879,DCA,0,4,ontime
2,11,RU,EWR,199,2261,DCA,0,4,ontime
0,11,OH,JFK,184,5935,BWI,0,5,ontime
-6,13,DH,JFK,213,6155,DCA,0,5,ontime
12,8,DH,LGA,229,7208,IAD,0,5,ontime
73.0000000000001,11,DH,LGA,229,7211,IAD,0,5,delayed
231,13,DH,LGA,229,7215,IAD,0,5,delayed
14,18,DH,LGA,229,7684,IAD,0,5,ontime
34,1,DH,LGA,229,7790,IAD,0,5,delayed
26,6,DH,LGA,229,7792,IAD,0,5,ontime
-4,4,DH,JFK,228,7800,IAD,0,5,delayed
-5,8,DH,JFK,228,7806,IAD,0,5,ontime
-1,11,DH,JFK,228,7808,IAD,0,5,ontime
-2,13,DH,JFK,228,7810,IAD,0,5,ontime
-5,13,DH,JFK,228,7812,IAD,0,5,ontime
-5,18,DH,JFK,228,7814,IAD,0,5,ontime
6.99999999999989,12,DH,JFK,228,7816,IAD,0,5,ontime
11,11,DL,JFK,213,746,DCA,0,5,ontime
-1,1,DL,LGA,214,1740,DCA,0,5,ontime
0,2,DL,LGA,214,1742,DCA,0,5,delayed
2,3,DL,LGA,214,1744,DCA,0,5,ontime
0,4,DL,LGA,214,1746,DCA,0,5,ontime
2,6,DL,LGA,214,1748,DCA,0,5,ontime
1,7,DL,LGA,214,1750,DCA,0,5,ontime
-1.99999999999989,8,DL,LGA,214,1752,DCA,0,5,ontime
-1,9,DL,LGA,214,1754,DCA,0,5,ontime
1.99999999999989,10,DL,LGA,214,1756,DCA,0,5,ontime
0,11,DL,LGA,214,1758,DCA,0,5,ontime
3,12,DL,LGA,214,1760,DCA,0,5,ontime
5,13,DL,LGA,214,1762,DCA,0,5,ontime
-1,15,DL,LGA,214,1764,DCA,0,5,ontime
1,16,DL,LGA,214,1766,DCA,0,5,ontime
0,17,DL,LGA,214,1768,DCA,0,5,ontime
5,11,MQ,JFK,213,4752,DCA,0,5,ontime
-2,1,MQ,JFK,213,4760,DCA,0,5,ontime
21,15,MQ,JFK,213,4784,DCA,0,5,delayed
43,3,MQ,LGA,214,4954,DCA,0,5,delayed
-9,4,MQ,LGA,214,4956,DCA,0,5,ontime
41,6,MQ,LGA,214,4960,DCA,0,5,delayed
-8,8,MQ,LGA,214,4964,DCA,0,5,ontime
-1,10,MQ,LGA,214,4966,DCA,0,5,ontime
3,11,MQ,LGA,214,4968,DCA,0,5,ontime
18,12,MQ,LGA,214,4970,DCA,0,5,delayed
-1.99999999999989,13,MQ,LGA,214,4972,DCA,0,5,ontime
16,15,MQ,LGA,214,4976,DCA,0,5,delayed
14,4,UA,LGA,229,846,IAD,0,5,delayed
-1,1,US,LGA,214,1479,DCA,0,5,ontime
-2.99999999999994,2,US,LGA,214,2160,DCA,0,5,ontime
-4,3,US,LGA,214,2162,DCA,0,5,ontime
-2,5,US,LGA,214,2166,DCA,0,5,ontime
-3,6,US,LGA,214,2168,DCA,0,5,ontime
-5,7,US,LGA,214,2170,DCA,0,5,ontime
-1,8,US,LGA,214,2172,DCA,0,5,ontime
-2.99999999999989,10,US,LGA,214,2174,DCA,0,5,ontime
-2,11,US,LGA,214,2176,DCA,0,5,ontime
-5,12,US,LGA,214,2178,DCA,0,5,ontime
-2.99999999999989,13,US,LGA,214,2180,DCA,0,5,ontime
-3,14,US,LGA,214,2182,DCA,0,5,ontime
2,15,US,LGA,214,2184,DCA,0,5,ontime
-4,16,US,LGA,214,2186,DCA,0,5,ontime
-8,17,US,LGA,214,2188,DCA,0,5,ontime
0,13,RU,EWR,169,3372,BWI,0,5,ontime
-5,11,RU,EWR,169,2403,BWI,0,5,ontime
38,6,RU,EWR,169,2303,BWI,0,5,delayed
0,2,RU,EWR,169,2703,BWI,0,5,ontime
-3,13,CO,EWR,199,814,DCA,0,5,ontime
-2,15,CO,EWR,199,816,DCA,0,5,ontime
-2,8,CO,EWR,199,808,DCA,0,5,ontime
-3,2,CO,EWR,199,806,DCA,0,5,ontime
0,4,DH,EWR,213,7299,IAD,0,5,ontime
-3,13,DH,EWR,213,7302,IAD,0,5,ontime
-3,8,DH,EWR,213,7303,IAD,0,5,ontime
1,18,DH,EWR,213,7304,IAD,0,5,ontime
-1,1,DH,EWR,213,7305,IAD,0,5,ontime
-7,10,DH,EWR,213,7307,IAD,0,5,ontime
-3,12,RU,EWR,199,2181,DCA,0,5,ontime
1,11,RU,EWR,199,2261,DCA,0,5,ontime
-1.99999999999989,9,RU,EWR,199,2216,DCA,0,5,ontime
0,2,RU,EWR,213,2855,IAD,0,5,delayed
-4,8,RU,EWR,213,2692,IAD,0,5,ontime
-5,15,RU,EWR,213,2385,IAD,0,5,ontime
-3,11,RU,EWR,213,2156,IAD,0,5,ontime
-10,4,RU,EWR,199,2582,DCA,0,5,ontime
-2,17,RU,EWR,199,2879,DCA,0,5,ontime
-4.99999999999989,13,RU,EWR,213,2497,IAD,0,5,ontime
0,1,RU,EWR,199,2761,DCA,0,5,ontime
0,11,OH,JFK,184,5935,BWI,0,6,ontime
-2,13,DH,JFK,213,6155,DCA,0,6,delayed
-2,8,DH,LGA,229,7208,IAD,0,6,ontime
-5,13,DH,LGA,229,7215,IAD,0,6,ontime
10,18,DH,LGA,229,7684,IAD,0,6,ontime
38,4,DH,JFK,228,7800,IAD,0,6,delayed
22.9999999999999,8,DH,JFK,228,7806,IAD,0,6,delayed
-3,13,DH,JFK,228,7810,IAD,0,6,ontime
-7,13,DH,JFK,228,7812,IAD,0,6,ontime
6,18,DH,JFK,228,7814,IAD,0,6,ontime
0,14,DH,JFK,228,7818,IAD,0,6,ontime
10,11,DL,JFK,213,746,DCA,0,6,delayed
-1,2,DL,LGA,214,1742,DCA,0,6,ontime
2,3,DL,LGA,214,1744,DCA,0,6,ontime
-2,6,DL,LGA,214,1748,DCA,0,6,ontime
0,8,DL,LGA,214,1752,DCA,0,6,ontime
-1,10,DL,LGA,214,1756,DCA,0,6,ontime
-6,12,DL,LGA,214,1760,DCA,0,6,ontime
-2,15,DL,LGA,214,1764,DCA,0,6,ontime
1,17,DL,LGA,214,1768,DCA,0,6,ontime
-1,11,MQ,JFK,213,4752,DCA,0,6,ontime
-3,1,MQ,JFK,213,4760,DCA,0,6,delayed
-4,15,MQ,JFK,213,4784,DCA,0,6,ontime
-5,4,MQ,LGA,214,4956,DCA,0,6,ontime
9.00000000000011,8,MQ,LGA,214,4964,DCA,0,6,ontime
0,4,UA,LGA,229,846,IAD,0,6,ontime
-5.00000000000006,2,US,LGA,214,2160,DCA,0,6,ontime
-3,4,US,LGA,214,2164,DCA,0,6,ontime
-4,6,US,LGA,214,2168,DCA,0,6,ontime
-4,8,US,LGA,214,2172,DCA,0,6,ontime
-2,11,US,LGA,214,2176,DCA,0,6,ontime
-3.99999999999989,13,US,LGA,214,2180,DCA,0,6,ontime
-6,15,US,LGA,214,2184,DCA,0,6,ontime
3,13,RU,EWR,169,3372,BWI,0,6,ontime
-5,11,RU,EWR,169,2229,BWI,0,6,ontime
-2.99999999999994,2,RU,EWR,169,2703,BWI,0,6,ontime
0,6,RU,EWR,169,2303,BWI,0,6,ontime
-6,8,CO,EWR,199,808,DCA,0,6,ontime
26,4,DH,EWR,213,7299,IAD,0,6,ontime
-7,13,DH,EWR,213,7302,IAD,0,6,ontime
10,8,DH,EWR,213,7303,IAD,0,6,ontime
-6,18,DH,EWR,213,7304,IAD,0,6,ontime
-4.99999999999989,13,RU,EWR,213,2497,IAD,0,6,ontime
-1.99999999999994,2,RU,EWR,213,2855,IAD,0,6,ontime
-5,12,RU,EWR,199,2361,DCA,0,6,ontime
-4,11,RU,EWR,213,2156,IAD,0,6,ontime
0,1,RU,EWR,199,2761,DCA,0,6,ontime
-11,13,RU,EWR,199,2097,DCA,0,6,ontime
-3.99999999999989,9,RU,EWR,199,2216,DCA,0,6,ontime
-5,4,RU,EWR,199,2582,DCA,0,6,ontime
0,11,OH,JFK,184,5935,BWI,0,7,ontime
-6,13,DH,JFK,213,6155,DCA,0,7,ontime
18.9999999999999,8,DH,LGA,229,7208,IAD,0,7,ontime
5,11,DH,LGA,229,7211,IAD,0,7,ontime
-3,13,DH,LGA,229,7215,IAD,0,7,ontime
-5,18,DH,LGA,229,7684,IAD,0,7,ontime
0,4,DH,JFK,228,7800,IAD,0,7,ontime
-2,8,DH,JFK,228,7806,IAD,0,7,ontime
38,11,DH,JFK,228,7808,IAD,0,7,delayed
-8,13,DH,JFK,228,7810,IAD,0,7,ontime
-1,13,DH,JFK,228,7812,IAD,0,7,ontime
35,18,DH,JFK,228,7814,IAD,0,7,delayed
16.9999999999999,12,DH,JFK,228,7816,IAD,0,7,ontime
1,11,DL,JFK,213,746,DCA,0,7,delayed
-0.999999999999943,3,DL,LGA,214,1744,DCA,0,7,ontime
-2,6,DL,LGA,214,1748,DCA,0,7,ontime
0,7,DL,LGA,214,1750,DCA,0,7,ontime
1,8,DL,LGA,214,1752,DCA,0,7,ontime
-3,9,DL,LGA,214,1754,DCA,0,7,ontime
0,10,DL,LGA,214,1756,DCA,0,7,ontime
-1,11,DL,LGA,214,1758,DCA,0,7,ontime
-2,12,DL,LGA,214,1760,DCA,0,7,ontime
2,13,DL,LGA,214,1762,DCA,0,7,ontime
12,15,DL,LGA,214,1764,DCA,0,7,ontime
-2,16,DL,LGA,214,1766,DCA,0,7,ontime
2,17,DL,LGA,214,1768,DCA,0,7,ontime
-4.99999999999989,11,MQ,JFK,213,4752,DCA,0,7,ontime
-8,1,MQ,JFK,213,4760,DCA,0,7,ontime
-10,4,MQ,JFK,213,4771,DCA,0,7,ontime
105,15,MQ,JFK,213,4784,DCA,0,7,delayed
-5,8,MQ,LGA,214,4964,DCA,0,7,delayed
-4,11,MQ,LGA,214,4968,DCA,0,7,ontime
-8.00000000000011,13,MQ,LGA,214,4972,DCA,0,7,ontime
0,15,MQ,LGA,214,4976,DCA,0,7,ontime
-2,4,UA,LGA,229,846,IAD,0,7,ontime
-2,4,US,LGA,214,2164,DCA,0,7,ontime
-3,5,US,LGA,214,2166,DCA,0,7,ontime
-3,6,US,LGA,214,2168,DCA,0,7,ontime
2,7,US,LGA,214,2170,DCA,0,7,ontime
-2,8,US,LGA,214,2172,DCA,0,7,ontime
-10.0000000000001,10,US,LGA,214,2174,DCA,0,7,ontime
-8,11,US,LGA,214,2176,DCA,0,7,ontime
-4,12,US,LGA,214,2178,DCA,0,7,ontime
-2.99999999999989,13,US,LGA,214,2180,DCA,0,7,ontime
-7,14,US,LGA,214,2182,DCA,0,7,ontime
-4,15,US,LGA,214,2184,DCA,0,7,ontime
2,16,US,LGA,214,2186,DCA,0,7,ontime
-6,17,US,LGA,214,2188,DCA,0,7,ontime
16,13,RU,EWR,169,3372,BWI,0,7,ontime
-1,6,RU,EWR,169,2303,BWI,0,7,ontime
-4.99999999999989,9,RU,EWR,169,2703,BWI,0,7,ontime
-5,11,RU,EWR,169,2403,BWI,0,7,ontime
-9,15,CO,EWR,199,816,DCA,0,7,ontime
-5,8,CO,EWR,199,1767,DCA,0,7,ontime
-7,12,CO,EWR,199,810,DCA,0,7,ontime
-5,4,DH,EWR,213,7299,IAD,0,7,ontime
-10,13,DH,EWR,213,7302,IAD,0,7,ontime
-4,8,DH,EWR,213,7303,IAD,0,7,ontime
-7,18,DH,EWR,213,7304,IAD,0,7,ontime
61,10,DH,EWR,213,7307,IAD,0,7,delayed
0,18,RU,EWR,199,2879,DCA,0,7,ontime
-1,4,RU,EWR,213,2254,IAD,0,7,ontime
-3.99999999999989,13,RU,EWR,213,2497,IAD,0,7,ontime
-7,13,RU,EWR,199,2097,DCA,0,7,ontime
-2.99999999999989,9,RU,EWR,199,2216,DCA,0,7,ontime
-4,4,RU,EWR,199,2582,DCA,0,7,ontime
1,11,RU,EWR,213,2156,IAD,0,7,ontime
-4,15,RU,EWR,213,2385,IAD,0,7,ontime
-5,11,OH,JFK,184,5935,BWI,0,1,ontime
0,13,DH,JFK,213,6155,DCA,0,1,ontime
-1,8,DH,LGA,229,7208,IAD,0,1,ontime
-12.9999999999999,11,DH,LGA,229,7211,IAD,0,1,ontime
-6,13,DH,LGA,229,7215,IAD,0,1,ontime
-8,18,DH,LGA,229,7684,IAD,0,1,ontime
1,1,DH,LGA,229,7790,IAD,0,1,delayed
-3,6,DH,LGA,229,7792,IAD,0,1,ontime
-7,4,DH,JFK,228,7800,IAD,0,1,ontime
0,8,DH,JFK,228,7806,IAD,0,1,ontime
40,11,DH,JFK,228,7808,IAD,0,1,delayed
-7,13,DH,JFK,228,7810,IAD,0,1,ontime
-5,13,DH,JFK,228,7812,IAD,0,1,ontime
-8,18,DH,JFK,228,7814,IAD,0,1,ontime
-4,11,DL,JFK,213,746,DCA,0,1,ontime
0,1,DL,LGA,214,1740,DCA,0,1,ontime
3,2,DL,LGA,214,1742,DCA,0,1,ontime
0,3,DL,LGA,214,1744,DCA,0,1,ontime
34,4,DL,LGA,214,1746,DCA,0,1,delayed
-2,6,DL,LGA,214,1748,DCA,0,1,ontime
1,7,DL,LGA,214,1750,DCA,0,1,ontime
0,8,DL,LGA,214,1752,DCA,0,1,ontime
-2,9,DL,LGA,214,1754,DCA,0,1,ontime
1.99999999999989,10,DL,LGA,214,1756,DCA,0,1,ontime
-1,11,DL,LGA,214,1758,DCA,0,1,ontime
0,12,DL,LGA,214,1760,DCA,0,1,ontime
-2,13,DL,LGA,214,1762,DCA,0,1,ontime
0,15,DL,LGA,214,1764,DCA,0,1,ontime
-1,16,DL,LGA,214,1766,DCA,0,1,ontime
-1,17,DL,LGA,214,1768,DCA,0,1,ontime
-2.99999999999989,11,MQ,JFK,213,4752,DCA,0,1,ontime
-7,1,MQ,JFK,213,4760,DCA,0,1,ontime
-10,15,MQ,JFK,213,4784,DCA,0,1,ontime
-6.00000000000006,2,MQ,LGA,214,4952,DCA,0,1,delayed
-4,3,MQ,LGA,214,4954,DCA,0,1,ontime
-5,4,MQ,LGA,214,4956,DCA,0,1,ontime
-7,6,MQ,LGA,214,4960,DCA,0,1,ontime
-2,8,MQ,LGA,214,4964,DCA,0,1,ontime
-10,11,MQ,LGA,214,4968,DCA,0,1,ontime
-8,12,MQ,LGA,214,4970,DCA,0,1,ontime
-13.0000000000001,13,MQ,LGA,214,4972,DCA,0,1,ontime
3,15,MQ,LGA,214,4976,DCA,0,1,ontime
-2,4,UA,LGA,229,846,IAD,0,1,ontime
-2,1,US,LGA,214,1479,DCA,0,1,ontime
-2.99999999999994,2,US,LGA,214,2160,DCA,0,1,delayed
-2,3,US,LGA,214,2162,DCA,0,1,ontime
-3,4,US,LGA,214,2164,DCA,0,1,ontime
-5,5,US,LGA,214,2166,DCA,0,1,ontime
-2,6,US,LGA,214,2168,DCA,0,1,delayed
-4,7,US,LGA,214,2170,DCA,0,1,ontime
-4,8,US,LGA,214,2172,DCA,0,1,ontime
-1.99999999999989,10,US,LGA,214,2174,DCA,0,1,ontime
-2,11,US,LGA,214,2176,DCA,0,1,ontime
-1,12,US,LGA,214,2178,DCA,0,1,ontime
-3.99999999999989,13,US,LGA,214,2180,DCA,0,1,delayed
-4,14,US,LGA,214,2182,DCA,0,1,ontime
-2,15,US,LGA,214,2184,DCA,0,1,ontime
-2,16,US,LGA,214,2186,DCA,0,1,ontime
-4,17,US,LGA,214,2188,DCA,0,1,ontime
-4.00000000000006,2,RU,EWR,169,2703,BWI,0,1,ontime
14,11,RU,EWR,169,2403,BWI,0,1,delayed
0,13,RU,EWR,169,3372,BWI,0,1,ontime
10,6,RU,EWR,169,2303,BWI,0,1,ontime
-6,2,CO,EWR,199,806,DCA,0,1,ontime
-3,8,CO,EWR,199,808,DCA,0,1,ontime
2,13,CO,EWR,199,814,DCA,0,1,delayed
-8,15,CO,EWR,199,816,DCA,0,1,ontime
-9,4,DH,EWR,213,7299,IAD,0,1,ontime
0,13,DH,EWR,213,7302,IAD,0,1,ontime
74,8,DH,EWR,213,7303,IAD,0,1,delayed
-8,18,DH,EWR,213,7304,IAD,0,1,ontime
-8,1,DH,EWR,213,7305,IAD,0,1,ontime
-9,10,DH,EWR,213,7307,IAD,0,1,ontime
-11.0000000000001,9,RU,EWR,199,2216,DCA,0,1,ontime
-2,4,RU,EWR,199,2582,DCA,0,1,ontime
-6.00000000000023,11,RU,EWR,199,2261,DCA,0,1,ontime
-11.0000000000001,13,RU,EWR,213,2497,IAD,0,1,ontime
-3,15,RU,EWR,213,2385,IAD,0,1,ontime
-4,17,RU,EWR,199,2879,DCA,0,1,ontime
-7,8,RU,EWR,213,2692,IAD,0,1,ontime
6,1,RU,EWR,199,2761,DCA,0,1,ontime
-8,12,RU,EWR,199,2181,DCA,0,1,ontime
-2.99999999999994,2,RU,EWR,213,2855,IAD,0,1,ontime
-4,11,RU,EWR,213,2156,IAD,0,1,ontime
-2,11,OH,JFK,184,5935,BWI,0,2,ontime
-1,13,DH,JFK,213,6155,DCA,0,2,ontime
-7,8,DH,LGA,229,7208,IAD,0,2,ontime
127,13,DH,LGA,229,7215,IAD,0,2,delayed
4,18,DH,LGA,229,7684,IAD,0,2,ontime
14.9999999999999,1,DH,LGA,229,7790,IAD,0,2,delayed
-2,6,DH,LGA,229,7792,IAD,0,2,ontime
-7,4,DH,JFK,228,7800,IAD,0,2,ontime
-4,8,DH,JFK,228,7806,IAD,0,2,ontime
-5,11,DH,JFK,228,7808,IAD,0,2,ontime
-5,13,DH,JFK,228,7810,IAD,0,2,ontime
-2,13,DH,JFK,228,7812,IAD,0,2,ontime
5,18,DH,JFK,228,7814,IAD,0,2,ontime
31.9999999999999,12,DH,JFK,228,7816,IAD,0,2,delayed
-2,11,DL,JFK,213,746,DCA,0,2,ontime
-1,1,DL,LGA,214,1740,DCA,0,2,ontime
-1,2,DL,LGA,214,1742,DCA,0,2,ontime
1,3,DL,LGA,214,1744,DCA,0,2,ontime
-1,4,DL,LGA,214,1746,DCA,0,2,ontime
-1,6,DL,LGA,214,1748,DCA,0,2,ontime
-2,7,DL,LGA,214,1750,DCA,0,2,ontime
-1.99999999999989,8,DL,LGA,214,1752,DCA,0,2,ontime
-1,9,DL,LGA,214,1754,DCA,0,2,ontime
-1,10,DL,LGA,214,1756,DCA,0,2,ontime
-1,11,DL,LGA,214,1758,DCA,0,2,ontime
4,12,DL,LGA,214,1760,DCA,0,2,delayed
3,13,DL,LGA,214,1762,DCA,0,2,ontime
0,15,DL,LGA,214,1764,DCA,0,2,ontime
0,16,DL,LGA,214,1766,DCA,0,2,ontime
-2,17,DL,LGA,214,1768,DCA,0,2,delayed
-14,11,MQ,JFK,213,4752,DCA,0,2,ontime
-7,1,MQ,JFK,213,4760,DCA,0,2,ontime
21,15,MQ,JFK,213,4784,DCA,0,2,delayed
-10,2,MQ,LGA,214,4952,DCA,0,2,ontime
